,LocationID,Borough,Zone,service_zone,geometry
211,212,Bronx,Soundview/Bruckner,Boro Zone,"POLYGON ((-73.8806312 40.8186406, -73.8788975 40.8172571, -73.8777988 40.8166555, -73.8763826 40.8161983, -73.8743141 40.8156786, -73.8717134 40.815029, -73.8713529 40.8148991, -73.8707607 40.8146198, -73.8703487 40.814321, -73.8692189 40.8128044, -73.8685356 40.8118163, -73.868166 40.811137, -73.867764 40.81071, -73.8677464 40.8107023, -73.8676706 40.8106377, -73.8675648 40.8106182, -73.8674019 40.8106312, -73.8670504 40.8106485, -73.866876 40.8106377, -73.8667731 40.8106225, -73.8667192 40.8105974, -73.8666016 40.8105425, -73.8665159 40.8105209, -73.8662958 40.8105273, -73.8647345 40.8103024, -73.8625417 40.8101087, -73.8616954 40.8099457, -73.8605207 40.8096416, -73.8602863 40.809527, -73.860112 40.809408, -73.8599205 40.8092544, -73.8597401 40.8090071, -73.8596118 40.8088304, -73.8594746 40.808415, -73.8594781 40.8082841, -73.859426 40.8081986, -73.8593554 40.8081939, -73.8593263 40.8082805, -73.859346 40.8084691, -73.8594432 40.8088044, -73.8594432 40.8088845, -73.8594203 40.8089169, -73.8593574 40.8089688, -73.8593967 40.8089876, -73.8594977 40.8089885, -73.8595482 40.8090099, -73.8595704 40.8090359, -73.8596493 40.8091567, -73.859912 40.8094137, -73.860104 40.8095529, -73.8601303 40.8095835, -73.8601242 40.809631, -73.8600898 40.8096677, -73.8596957 40.8097579, -73.8595037 40.8098375, -73.8593986 40.8099032, -73.859338 40.8099262, -73.8592686 40.8099345, -73.8591986 40.80994, -73.8591056 40.809969, -73.8590692 40.8100164, -73.8590429 40.8101006, -73.8590328 40.8102566, -73.8590126 40.8102765, -73.8589601 40.810304, -73.8589785 40.8104211, -73.85865 40.8104948, -73.8587616 40.8109885, -73.8603838 40.8108196, -73.8617657 40.8116511, -73.8618944 40.8121318, -73.862212 40.8121058, -73.8628385 40.8125151, -73.8633106 40.8126775, -73.8633879 40.812645, -73.8639543 40.8128984, -73.8640402 40.8131647, -73.8643921 40.8133271, -73.8646152 40.8141586, -73.8649843 40.8141326, -73.8651646 40.8141131, -73.8652761 40.8143924, -73.8664502 40.8142995, -73.8668024 40.8143314, -73.8680365 40.8146903, -73.8681376 40.8146641, -73.8684389 40.8147406, -73.8682553 40.8149638, -73.8688244 40.8151773, -73.8693955 40.8155745, -73.8696192 40.8160034, -73.8698038 40.816628, -73.8698658 40.8168914, -73.8699363 40.8171837, -73.86994 40.8171992, -73.8698739 40.8172085, -73.8699072 40.817354, -73.8699219 40.8174109, -73.8699476 40.8174265, -73.8699556 40.8174714, -73.870002 40.8174903, -73.8701218 40.8180227, -73.8700579 40.818031, -73.8700775 40.8181182, -73.8701503 40.8181095, -73.8701643 40.8181298, -73.8702977 40.8188064, -73.8703552 40.8190964, -73.870362 40.8191275, -73.8703954 40.8192674, -73.8704154 40.819344, -73.8706632 40.8203931, -73.8706735 40.8204426, -73.8708886 40.8213717, -73.8708956 40.8213997, -73.8711167 40.8223491, -73.8711466 40.8224598, -73.8712962 40.82244, -73.8726574 40.8222487, -73.8726899 40.8222126, -73.8727132 40.8222164, -73.8727357 40.8222127, -73.8727569 40.8221987, -73.8727733 40.8221774, -73.872777 40.8221613, -73.8727747 40.8221467, -73.8727641 40.8221373, -73.8727435 40.8221286, -73.8725324 40.8212052, -73.8725213 40.8211515, -73.8722982 40.8202148, -73.8724204 40.8201966, -73.8723709 40.8199998, -73.8724568 40.8199893, -73.8724756 40.819987, -73.8725379 40.8199813, -73.8742808 40.8197454, -73.8762389 40.8194839, -73.8763448 40.8195429, -73.8796278 40.8191005, -73.8798416 40.8190694, -73.8806312 40.8186406))"
212,213,Bronx,Soundview/Castle Hill,Boro Zone,"POLYGON ((-73.8806312 40.8186406, -73.8788975 40.8172571, -73.8777988 40.8166555, -73.8763826 40.8161983, -73.8743141 40.8156786, -73.8717134 40.815029, -73.8713529 40.8148991, -73.8707607 40.8146198, -73.8703487 40.814321, -73.8692189 40.8128044, -73.8685356 40.8118163, -73.868166 40.811137, -73.867764 40.81071, -73.8677464 40.8107023, -73.8676706 40.8106377, -73.8675648 40.8106182, -73.8674019 40.8106312, -73.8670504 40.8106485, -73.866876 40.8106377, -73.8667731 40.8106225, -73.8667192 40.8105974, -73.8666016 40.8105425, -73.8665159 40.8105209, -73.8662958 40.8105273, -73.8647345 40.8103024, -73.8625417 40.8101087, -73.8616954 40.8099457, -73.8605207 40.8096416, -73.8602863 40.809527, -73.860112 40.809408, -73.8599205 40.8092544, -73.8597401 40.8090071, -73.8596118 40.8088304, -73.8594746 40.808415, -73.8594781 40.8082841, -73.859426 40.8081986, -73.8593554 40.8081939, -73.8593263 40.8082805, -73.859346 40.8084691, -73.8594432 40.8088044, -73.8594432 40.8088845, -73.8594203 40.8089169, -73.8593574 40.8089688, -73.8593967 40.8089876, -73.8594977 40.8089885, -73.8595482 40.8090099, -73.8595704 40.8090359, -73.8596493 40.8091567, -73.859912 40.8094137, -73.860104 40.8095529, -73.8601303 40.8095835, -73.8601242 40.809631, -73.8600898 40.8096677, -73.8596957 40.8097579, -73.8595037 40.8098375, -73.8593986 40.8099032, -73.859338 40.8099262, -73.8592686 40.8099345, -73.8591986 40.80994, -73.8591056 40.809969, -73.8590692 40.8100164, -73.8590429 40.8101006, -73.8590328 40.8102566, -73.8590126 40.8102765, -73.8589601 40.810304, -73.8589785 40.8104211, -73.85865 40.8104948, -73.8587616 40.8109885, -73.8603838 40.8108196, -73.8617657 40.8116511, -73.8618944 40.8121318, -73.862212 40.8121058, -73.8628385 40.8125151, -73.8633106 40.8126775, -73.8633879 40.812645, -73.8639543 40.8128984, -73.8640402 40.8131647, -73.8643921 40.8133271, -73.8646152 40.8141586, -73.8649843 40.8141326, -73.8651646 40.8141131, -73.8652761 40.8143924, -73.8664502 40.8142995, -73.8668024 40.8143314, -73.8680365 40.8146903, -73.8681376 40.8146641, -73.8684389 40.8147406, -73.8682553 40.8149638, -73.8688244 40.8151773, -73.8693955 40.8155745, -73.8696192 40.8160034, -73.8698038 40.816628, -73.8698658 40.8168914, -73.8699363 40.8171837, -73.86994 40.8171992, -73.8698739 40.8172085, -73.8699072 40.817354, -73.8699219 40.8174109, -73.8699476 40.8174265, -73.8699556 40.8174714, -73.870002 40.8174903, -73.8701218 40.8180227, -73.8700579 40.818031, -73.8700775 40.8181182, -73.8701503 40.8181095, -73.8701643 40.8181298, -73.8702977 40.8188064, -73.8703552 40.8190964, -73.870362 40.8191275, -73.8703954 40.8192674, -73.8704154 40.819344, -73.8706632 40.8203931, -73.8706735 40.8204426, -73.8708886 40.8213717, -73.8708956 40.8213997, -73.8711167 40.8223491, -73.8711466 40.8224598, -73.8712962 40.82244, -73.8726574 40.8222487, -73.8726899 40.8222126, -73.8727132 40.8222164, -73.8727357 40.8222127, -73.8727569 40.8221987, -73.8727733 40.8221774, -73.872777 40.8221613, -73.8727747 40.8221467, -73.8727641 40.8221373, -73.8727435 40.8221286, -73.8725324 40.8212052, -73.8725213 40.8211515, -73.8722982 40.8202148, -73.8724204 40.8201966, -73.8723709 40.8199998, -73.8724568 40.8199893, -73.8724756 40.819987, -73.8725379 40.8199813, -73.8742808 40.8197454, -73.8762389 40.8194839, -73.8763448 40.8195429, -73.8796278 40.8191005, -73.8798416 40.8190694, -73.8806312 40.8186406))"
213,214,Staten Island,South Beach/Dongan Hills,Boro Zone,"POLYGON ((-74.06780760000001 40.5893825, -74.0658076 40.5893825, -74.0658076 40.591382499999995, -74.06780760000001 40.591382499999995, -74.06780760000001 40.5893825))"
214,215,Queens,South Jamaica,Boro Zone,"POLYGON ((-73.7969008 40.6983458, -73.7930748 40.6929011, -73.7922004 40.6920632, -73.7911433 40.6925599, -73.7957676 40.6988801, -73.7969008 40.6983458))"
215,216,Queens,South Ozone Park,Boro Zone,"POLYGON ((-73.8200231 40.669103500000006, -73.81802309999999 40.669103500000006, -73.81802309999999 40.6711035, -73.8200231 40.6711035, -73.8200231 40.669103500000006))"
216,217,Brooklyn,South Williamsburg,Boro Zone,"POLYGON ((-73.9703444 40.7086707, -73.9702519 40.7086209, -73.9701788 40.7086961, -73.9699354 40.7085591, -73.9698781 40.7085591, -73.969881 40.7085943, -73.9699247 40.708595, -73.9701553 40.708721, -73.970089 40.7087988, -73.9701788 40.7088501, -73.9702653 40.7087612, -73.9703444 40.7086707))"
217,218,Queens,Springfield Gardens North,Boro Zone,
218,219,Queens,Springfield Gardens South,Boro Zone,
219,220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone,"POLYGON ((-73.918279 40.8801676, -73.91627899999999 40.8801676, -73.91627899999999 40.882167599999995, -73.918279 40.882167599999995, -73.918279 40.8801676))"
220,221,Staten Island,Stapleton,Boro Zone,"POLYGON ((-74.07863610000001 40.6254774, -74.0766361 40.6254774, -74.0766361 40.6274774, -74.07863610000001 40.6274774, -74.07863610000001 40.6254774))"
221,222,Brooklyn,Starrett City,Boro Zone,"POLYGON ((-73.8883111 40.6498477, -73.8874849 40.6492206, -73.8849558 40.6469454, -73.8823781 40.6486162, -73.880639 40.6471314, -73.8825096 40.6458913, -73.8823637 40.6457619, -73.8830883 40.6452614, -73.8796066 40.6421231, -73.8792606 40.6418219, -73.879207 40.641826, -73.8762646 40.6461874, -73.8788231 40.6495974, -73.8790457 40.649456, -73.8788975 40.6493283, -73.8792177 40.6491254, -73.8793217 40.6490639, -73.8793651 40.6491085, -73.8793834 40.649124, -73.8794451 40.6491647, -73.8794807 40.6491932, -73.879493 40.6492042, -73.8795711 40.6491545, -73.8800727 40.6496012, -73.8800485 40.6496164, -73.8801124 40.6496755, -73.8801513 40.6497081, -73.8801902 40.6497406, -73.8802054 40.6497589, -73.8800244 40.6498749, -73.8801486 40.6500448, -73.8800203 40.6501048, -73.8800016 40.650113, -73.8799145 40.6502259, -73.8799078 40.6502483, -73.8802229 40.6505515, -73.8798568 40.6507723, -73.8795264 40.650342, -73.8795036 40.6503226, -73.8794759 40.6503093, -73.879437 40.6502992, -73.8793928 40.6502992, -73.8793365 40.6503104, -73.8822861 40.6542683, -73.8858991 40.6527075, -73.885934 40.6526648, -73.885891 40.6525773, -73.8854726 40.6520258, -73.8858254 40.6518919, -73.8866026 40.6515487, -73.8864524 40.6513534, -73.8874018 40.6509137, -73.88732 40.6508038, -73.8871975 40.6506305, -73.8871149 40.6505128, -73.8875293 40.6503398, -73.8876959 40.6502838, -73.8882762 40.6498667, -73.8883111 40.6498477))"
222,223,Queens,Steinway,Boro Zone,"POLYGON ((-73.9047477 40.7735459, -73.90274769999999 40.7735459, -73.90274769999999 40.7755459, -73.9047477 40.7755459, -73.9047477 40.7735459))"
223,224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,"POLYGON ((-73.9825505 40.7313605, -73.9803565 40.7304255, -73.9761669 40.7286492, -73.9757461 40.7284604, -73.9714435 40.7266002, -73.9712155 40.7285109, -73.971304 40.7293889, -73.9717573 40.7300617, -73.9732325 40.7313178, -73.9735025 40.7323414, -73.9741954 40.7350352, -73.9785138 40.7368725, -73.9804425 40.7342488, -73.9825505 40.7313605))"
224,225,Brooklyn,Stuyvesant Heights,Boro Zone,"POLYGON ((-73.9440891 40.6813426, -73.9440403 40.6810854, -73.9438539 40.6811058, -73.9438517 40.6810943, -73.9436104 40.6811206, -73.9436191 40.6811662, -73.9436392 40.681164, -73.9436515 40.6812285, -73.9436221 40.6812318, -73.9436522 40.6813903, -73.9437444 40.6813803, -73.9439307 40.6813599, -73.9439012 40.6812047, -73.9439146 40.6812033, -73.943944 40.6813585, -73.9440891 40.6813426))"
225,226,Queens,Sunnyside,Boro Zone,"POLYGON ((-74.10475310000001 40.6152152, -74.1027531 40.6152152, -74.1027531 40.6172152, -74.10475310000001 40.6172152, -74.10475310000001 40.6152152))"
226,227,Brooklyn,Sunset Park East,Boro Zone,
227,228,Brooklyn,Sunset Park West,Boro Zone,
228,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,"LINESTRING (-73.9597228 40.7586736, -73.9597701 40.7586085, -73.9601407 40.7580988, -73.960182 40.7580419, -73.9602231 40.7579853, -73.9606151 40.7574461, -73.9606728 40.7573667)"
229,230,Manhattan,Times Sq/Theatre District,Yellow Zone,"POLYGON ((-73.9868388 40.754592300000006, -73.98483879999999 40.754592300000006, -73.98483879999999 40.7565923, -73.9868388 40.7565923, -73.9868388 40.754592300000006))"
230,231,Manhattan,TriBeCa/Civic Center,Yellow Zone,"POLYGON ((-74.01030630000001 40.7143802, -74.0083063 40.7143802, -74.0083063 40.716380199999996, -74.01030630000001 40.716380199999996, -74.01030630000001 40.7143802))"
231,232,Manhattan,Two Bridges/Seward Park,Yellow Zone,"POLYGON ((-73.9932333 40.7102884, -73.99123329999999 40.7102884, -73.99123329999999 40.7122884, -73.9932333 40.7122884, -73.9932333 40.7102884))"
232,233,Manhattan,UN/Turtle Bay South,Yellow Zone,"POLYGON ((-73.9695013 40.7488425, -73.9694354 40.7488139, -73.9688785 40.7485782, -73.9688425 40.748563, -73.9688093 40.7485489, -73.9688045 40.7485468, -73.9686468 40.7484801, -73.9681261 40.7482597, -73.9679125 40.7481693, -73.9678997 40.7481639, -73.9678838 40.7481568, -73.9678317 40.7481367, -73.9675485 40.7484869, -73.966601 40.7496581, -73.9664098 40.7498927, -73.9659765 40.7504136, -73.9656331 40.7508149, -73.9652847 40.7511947, -73.9649491 40.7515496, -73.9649925 40.7515697, -73.9650242 40.7515827, -73.9650719 40.7516024, -73.9651465 40.7516331, -73.9652088 40.7516587, -73.9652609 40.751681, -73.9653121 40.7517028, -73.9654005 40.7517405, -73.9655716 40.7518129, -73.9660812 40.7520286, -73.9662946 40.7521172, -73.9663172 40.752086, -73.9663264 40.7520896, -73.9663464 40.7520642, -73.9667933 40.7522683, -73.9668198 40.7522782, -73.9668388 40.7522792, -73.9668623 40.7522778, -73.9668895 40.7522707, -73.9669098 40.752258, -73.9669269 40.7522433, -73.9672092 40.7518439, -73.9672135 40.7518379, -73.9672218 40.7518262, -73.9672419 40.7517977, -73.9672623 40.7517686, -73.9672864 40.7517791, -73.9673085 40.7517502, -73.9672936 40.7517436, -73.9673117 40.7517174, -73.9673339 40.7516881, -73.967344 40.7516742, -73.967351 40.7516645, -73.9678991 40.7509105, -73.9679196 40.75088, -73.9679465 40.750843, -73.968016 40.7507501, -73.9680787 40.7506656, -73.968128 40.7506562, -73.9681814 40.7506465, -73.9682236 40.7506381, -73.96824 40.7506353, -73.9682578 40.7506316, -73.968266 40.7505669, -73.968286 40.7504864, -73.9683122 40.7504078, -73.968341 40.750333, -73.968377 40.7502587, -73.9684255 40.7501696, -73.9684877 40.7500703, -73.9685676 40.7499591, -73.9686313 40.7498785, -73.968695 40.7498026, -73.9687626 40.7497327, -73.9688208 40.7496783, -73.9688753 40.7496324, -73.968988 40.749545, -73.9690228 40.7495237, -73.9690671 40.7495247, -73.9690925 40.7494893, -73.9691146 40.7494592, -73.9691791 40.7493718, -73.9691973 40.7493452, -73.9693088 40.7491836, -73.9693329 40.7491486, -73.9693542 40.749118, -73.9693703 40.7490945, -73.9694643 40.7489352, -73.9694401 40.7489265, -73.9695013 40.7488425))"
233,234,Manhattan,Union Sq,Yellow Zone,"POLYGON ((-73.9911888 40.7350717, -73.9891888 40.7350717, -73.9891888 40.737071699999994, -73.9911888 40.737071699999994, -73.9911888 40.7350717))"
234,235,Bronx,University Heights/Morris Heights,Boro Zone,"POLYGON ((-73.910303 40.859100000000005, -73.90830299999999 40.859100000000005, -73.90830299999999 40.8611, -73.910303 40.8611, -73.910303 40.859100000000005))"
235,236,Manhattan,Upper East Side North,Yellow Zone,
236,237,Manhattan,Upper East Side South,Yellow Zone,
237,238,Manhattan,Upper West Side North,Yellow Zone,
238,239,Manhattan,Upper West Side South,Yellow Zone,
239,240,Bronx,Van Cortlandt Park,Boro Zone,"POLYGON ((-73.8995126 40.8865982, -73.8986612 40.8864538, -73.8986167 40.8864455, -73.8983085 40.8863635, -73.8982787 40.8863711, -73.8975561 40.8862324, -73.8968463 40.8860997, -73.894573 40.8856359, -73.8944563 40.8855731, -73.8929387 40.8852802, -73.8929246 40.8853231, -73.8901908 40.8847947, -73.8876093 40.8843145, -73.8874321 40.8843748, -73.886956 40.8844498, -73.8866449 40.8844417, -73.8866292 40.884403, -73.8865859 40.8843687, -73.8864625 40.8842997, -73.885851 40.8840361, -73.8852931 40.8838131, -73.8846883 40.8835028, -73.8843208 40.8833147, -73.884206 40.8832743, -73.8840781 40.8832453, -73.8838895 40.8832333, -73.8837307 40.8832493, -73.8835711 40.8832939, -73.8832171 40.8833872, -73.8830159 40.8834399, -73.8828749 40.8834816, -73.882803 40.8834956, -73.8827147 40.8834979, -73.882589 40.8834808, -73.8824106 40.8834178, -73.8820378 40.8832346, -73.8813302 40.8828791, -73.8812964 40.8829007, -73.881214 40.882994, -73.8808485 40.8834878, -73.8802966 40.8842036, -73.8793042 40.8855288, -73.8784191 40.886711, -73.878224 40.8872544, -73.8782126 40.8873522, -73.8782049 40.8874777, -73.8782146 40.8875535, -73.8782325 40.8877048, -73.8782832 40.8879291, -73.8785664 40.8885898, -73.8788757 40.8893062, -73.879308 40.890233, -73.8796538 40.8908747, -73.879893 40.8912966, -73.8801132 40.8916899, -73.8802578 40.8919525, -73.8803813 40.8922173, -73.8804858 40.8925084, -73.8805589 40.8928939, -73.8805448 40.8933009, -73.8804812 40.893692, -73.8804142 40.8941645, -73.8803779 40.894497, -73.8803498 40.8949775, -73.8803664 40.8950162, -73.8804128 40.8950545, -73.8803275 40.8952392, -73.8803314 40.8953507, -73.8790872 40.8954183, -73.8772571 40.8955535, -73.8771746 40.8957876, -73.8770767 40.8960208, -73.8769734 40.8962428, -73.8768587 40.8964618, -73.8766139 40.8968854, -73.8763136 40.8972656, -73.8759825 40.8976398, -73.8756765 40.8979438, -73.8753842 40.8981942, -73.8750181 40.8984649, -73.8746747 40.898695, -73.8742057 40.8989614, -73.8737454 40.8991876, -73.873368 40.8993435, -73.8730619 40.8994529, -73.8726865 40.8996054, -73.8720623 40.8998607, -73.8717035 40.9000248, -73.8716238 40.9000613, -73.8703027 40.9007826, -73.8695451 40.9013003, -73.8688723 40.9018901, -73.8684092 40.9023844, -73.8684922 40.9025104, -73.8684413 40.9026523, -73.8683206 40.9028348, -73.8682321 40.9028976, -73.8681181 40.902924, -73.868082 40.9029924, -73.8964462 40.911373, -73.8963916 40.9076637, -73.8961658 40.9032667, -73.8966517 40.9013773, -73.896943 40.9000274, -73.8969896 40.8994332, -73.8969995 40.8992927, -73.896999 40.8991443, -73.8969849 40.8990072, -73.8969522 40.8987117, -73.8968008 40.897715, -73.8964891 40.8958191, -73.8962558 40.8937348, -73.89628 40.8935703, -73.8965683 40.8925749, -73.8971245 40.8915651, -73.8975409 40.8904965, -73.8980493 40.8894692, -73.899107 40.8874491, -73.8995126 40.8865982))"
240,241,Bronx,Van Cortlandt Village,Boro Zone,
241,242,Bronx,Van Nest/Morris Park,Boro Zone,"POLYGON ((-73.86474630000001 40.8474336, -73.8627463 40.8474336, -73.8627463 40.8494336, -73.86474630000001 40.8494336, -73.86474630000001 40.8474336))"
242,243,Manhattan,Washington Heights North,Boro Zone,
243,244,Manhattan,Washington Heights South,Boro Zone,
244,245,Staten Island,West Brighton,Boro Zone,"POLYGON ((-73.9826982 40.583133, -73.9824955 40.5821015, -73.9819718 40.579345, -73.9819428 40.5791897, -73.9819184 40.5790658, -73.9818266 40.5785665, -73.9815227 40.5769889, -73.9812201 40.5755721, -73.9810784 40.5748138, -73.9809722 40.5740923, -73.980965 40.5740473, -73.9809627 40.5740329, -73.980949 40.5739596, -73.9809168 40.5737751, -73.9809014 40.573687, -73.9808618 40.5734515, -73.980794 40.5730476, -73.9781173 40.5733365, -73.9779903 40.573349, -73.9772214 40.5734309, -73.9763436 40.5735239, -73.9715363 40.5741009, -73.9712855 40.5741375, -73.969057 40.5745489, -73.9686382 40.5758725, -73.9669112 40.5832861, -73.9668919 40.5833601, -73.9667943 40.5837796, -73.9672561 40.5838857, -73.9676654 40.5838559, -73.9685829 40.5837831, -73.9691408 40.5837179, -73.9697158 40.5836462, -73.9702823 40.583568, -73.9708479 40.5834795, -73.9714194 40.5833801, -73.9719667 40.5832755, -73.9738273 40.5829082, -73.9741527 40.5828533, -73.9745296 40.5827919, -73.9749065 40.5827304, -73.9754212 40.5826664, -73.9759685 40.5826089, -73.9764832 40.5825801, -73.9769858 40.5825697, -73.9775193 40.5825683, -73.9780701 40.5825919, -73.9785813 40.5826285, -73.9791545 40.5826899, -73.979812 40.5827827, -73.981084 40.5829683, -73.9823996 40.5831777, -73.9826982 40.583133))"
245,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,"POLYGON ((-74.0045148 40.7520348, -74.0043569 40.7519683, -74.0041952 40.7519001, -74.0040629 40.7518444, -74.00399 40.7518137, -74.0037972 40.7517324, -74.0037243 40.7517017, -74.0035685 40.7516361, -74.0034956 40.7516053, -74.0032681 40.7515095, -74.0031952 40.7514788, -74.0030383 40.7514127, -74.0029654 40.751382, -74.0028006 40.7513125, -74.0026979 40.7512686, -74.0026909 40.7512782, -74.0026703 40.7513064, -74.0025816 40.751428, -74.0031192 40.7516546, -74.0031123 40.751664, -74.00342 40.7517937, -74.003372 40.7518592, -74.0033902 40.7518667, -74.0034712 40.7518986, -74.003555 40.7519339, -74.0036313 40.751966, -74.0037881 40.7520318, -74.0040287 40.7521343, -74.0038528 40.7523713, -74.0041685 40.7525064, -74.0045148 40.7520348))"
246,247,Bronx,West Concourse,Boro Zone,"LINESTRING (-73.9246129 40.821025, -73.923371 40.8231, -73.923073 40.823624, -73.923006 40.8237368, -73.9226118 40.824401, -73.922274 40.82497, -73.9222468 40.8250065, -73.9222172 40.8250411, -73.9217695 40.8256019, -73.9217314 40.8256511, -73.9213051 40.8262017, -73.9212716 40.826245, -73.9212145 40.8263245)"
247,248,Bronx,West Farms/Bronx River,Boro Zone,"POLYGON ((-73.87863560000001 40.8388226, -73.8766356 40.8388226, -73.8766356 40.840822599999996, -73.87863560000001 40.840822599999996, -73.87863560000001 40.8388226))"
248,249,Manhattan,West Village,Yellow Zone,"POLYGON ((-74.00658 40.7331857, -74.00457999999999 40.7331857, -74.00457999999999 40.735185699999995, -74.00658 40.735185699999995, -74.00658 40.7331857))"
